"idVersionEquipo","idEquipo","fechaRecopilacion","fechaRecopilacionTextual","velocidadPlanDeJuego","velocidadPlanDeJuegoClase","regatesPlanDeJuegoClase","pasesPlanDeJuego","pasesPlanDeJuegoClase","colocacionPlanDeJuegoClase","pasesCreacionOcasiones","pasesCreacionOcasionesClase","centrosCreacionOcasiones","centrosCreacionOcasionesClase","tirosCreacionOcasiones","tirosCreacionOcasionesClase","colocaCreacionOcasionesClase","presionDefensa","presionDefensaClase","agresividadDefensa","agresividadDefensaClase","anchuraEquipoDefensa","anchuraEquipoDefensaClase","lineaDefensivaDefensaClase"
21,81,20120222,"22/02/2012",48,"Balanced","Little",48,"Mixed","Organised",45,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",38,"Press",52,"Normal","Cover"
22,81,20130920,"20/09/2013",55,"Balanced","Little",54,"Mixed","Organised",57,"Normal",53,"Normal",57,"Normal","Organised",33,"Deep",31,"Contain",49,"Normal","Cover"
23,81,20140919,"19/09/2014",55,"Balanced","Normal",51,"Mixed","Organised",53,"Normal",53,"Normal",57,"Normal","Organised",41,"Medium",40,"Press",49,"Normal","Cover"
24,81,20150910,"10/09/2015",62,"Balanced","Little",51,"Mixed","Organised",53,"Normal",50,"Normal",60,"Normal","Organised",41,"Medium",40,"Press",49,"Normal","Cover"
744,82,20100222,"22/02/2010",40,"Balanced","Little",40,"Mixed","Organised",50,"Normal",40,"Normal",50,"Normal","Free Form",45,"Medium",40,"Press",45,"Normal","Offside Trap"
745,82,20110222,"22/02/2011",53,"Balanced","Little",52,"Mixed","Organised",55,"Normal",52,"Normal",53,"Normal","Free Form",47,"Medium",48,"Press",55,"Normal","Cover"
746,82,20120222,"22/02/2012",58,"Balanced","Little",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
747,82,20130920,"20/09/2013",62,"Balanced","Little",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
748,82,20140919,"19/09/2014",62,"Balanced","Normal",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
749,82,20150910,"10/09/2015",62,"Balanced","Normal",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
97,83,20100222,"22/02/2010",65,"Balanced","Little",60,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
98,83,20110222,"22/02/2011",49,"Balanced","Little",52,"Mixed","Organised",64,"Normal",64,"Normal",37,"Normal","Organised",46,"Medium",46,"Press",67,"Wide","Cover"
99,83,20120222,"22/02/2012",61,"Balanced","Little",48,"Mixed","Organised",38,"Normal",60,"Normal",54,"Normal","Organised",38,"Medium",42,"Press",46,"Normal","Cover"
100,83,20130920,"20/09/2013",63,"Balanced","Little",48,"Mixed","Organised",38,"Normal",60,"Normal",54,"Normal","Organised",34,"Medium",37,"Press",46,"Normal","Cover"
101,83,20140919,"19/09/2014",56,"Balanced","Normal",51,"Mixed","Organised",54,"Normal",60,"Normal",48,"Normal","Organised",38,"Medium",37,"Press",46,"Normal","Cover"
102,83,20150910,"10/09/2015",56,"Balanced","Normal",55,"Mixed","Organised",54,"Normal",49,"Normal",56,"Normal","Organised",38,"Medium",37,"Press",46,"Normal","Cover"
61,84,20100222,"22/02/2010",60,"Balanced","Little",65,"Mixed","Organised",60,"Normal",70,"Lots",45,"Normal","Organised",40,"Medium",70,"Double",40,"Normal","Cover"
62,84,20110222,"22/02/2011",60,"Balanced","Little",50,"Mixed","Organised",55,"Normal",70,"Lots",55,"Normal","Organised",55,"Medium",65,"Press",60,"Normal","Cover"
63,84,20120222,"22/02/2012",56,"Balanced","Little",56,"Mixed","Organised",48,"Normal",57,"Normal",56,"Normal","Organised",50,"Medium",50,"Press",60,"Normal","Cover"
64,84,20130920,"20/09/2013",58,"Balanced","Little",62,"Mixed","Organised",48,"Normal",59,"Normal",32,"Little","Organised",41,"Medium",44,"Press",59,"Normal","Cover"
65,84,20140919,"19/09/2014",61,"Balanced","Normal",42,"Mixed","Organised",39,"Normal",59,"Normal",48,"Normal","Organised",52,"Medium",58,"Press",60,"Normal","Cover"
66,84,20150910,"10/09/2015",43,"Balanced","Normal",40,"Mixed","Organised",39,"Normal",33,"Little",63,"Normal","Organised",52,"Medium",58,"Press",59,"Normal","Cover"
193,85,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",60,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
194,85,20110222,"22/02/2011",51,"Balanced","Little",66,"Mixed","Organised",68,"Risky",33,"Little",47,"Normal","Organised",27,"Deep",46,"Press",48,"Normal","Cover"
195,85,20120222,"22/02/2012",46,"Balanced","Little",46,"Mixed","Organised",54,"Normal",60,"Normal",52,"Normal","Organised",48,"Medium",50,"Press",62,"Normal","Cover"
196,85,20130920,"20/09/2013",39,"Balanced","Little",38,"Mixed","Organised",54,"Normal",43,"Normal",52,"Normal","Organised",48,"Medium",50,"Press",62,"Normal","Cover"
197,85,20140919,"19/09/2014",47,"Balanced","Normal",48,"Mixed","Organised",46,"Normal",48,"Normal",41,"Normal","Organised",48,"Medium",50,"Press",62,"Normal","Cover"
198,85,20150910,"10/09/2015",47,"Balanced","Normal",47,"Mixed","Organised",49,"Normal",45,"Normal",47,"Normal","Organised",48,"Medium",50,"Press",62,"Normal","Cover"
241,86,20100222,"22/02/2010",70,"Fast","Little",45,"Mixed","Organised",65,"Normal",60,"Normal",65,"Normal","Organised",70,"High",60,"Press",70,"Wide","Cover"
242,86,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",65,"Normal",65,"Normal",65,"Normal","Organised",60,"Medium",55,"Press",35,"Normal","Cover"
243,86,20120222,"22/02/2012",58,"Balanced","Little",47,"Mixed","Organised",49,"Normal",68,"Lots",50,"Normal","Organised",47,"Medium",44,"Press",51,"Normal","Cover"
244,86,20130920,"20/09/2013",58,"Balanced","Little",47,"Mixed","Organised",49,"Normal",68,"Lots",50,"Normal","Organised",47,"Medium",44,"Press",51,"Normal","Cover"
633,87,20100222,"22/02/2010",70,"Fast","Little",30,"Short","Free Form",60,"Normal",60,"Normal",70,"Lots","Free Form",55,"Medium",30,"Contain",70,"Wide","Offside Trap"
634,87,20110222,"22/02/2011",64,"Balanced","Little",30,"Short","Organised",67,"Risky",50,"Normal",65,"Normal","Free Form",46,"Medium",47,"Press",50,"Normal","Offside Trap"
635,87,20120222,"22/02/2012",60,"Balanced","Little",40,"Mixed","Free Form",65,"Normal",35,"Normal",50,"Normal","Free Form",35,"Medium",45,"Press",50,"Normal","Offside Trap"
636,87,20130920,"20/09/2013",53,"Balanced","Little",55,"Mixed","Organised",77,"Risky",75,"Lots",56,"Normal","Free Form",49,"Medium",47,"Press",53,"Normal","Offside Trap"
637,87,20140919,"19/09/2014",67,"Fast","Normal",38,"Mixed","Organised",73,"Risky",64,"Normal",56,"Normal","Free Form",36,"Medium",57,"Press",34,"Normal","Cover"
638,87,20150910,"10/09/2015",68,"Fast","Little",47,"Mixed","Organised",71,"Risky",54,"Normal",66,"Normal","Free Form",36,"Medium",57,"Press",48,"Normal","Cover"
245,88,20100222,"22/02/2010",45,"Balanced","Little",70,"Long","Organised",30,"Safe",50,"Normal",40,"Normal","Organised",70,"High",60,"Press",70,"Wide","Offside Trap"
246,88,20110222,"22/02/2011",35,"Balanced","Little",35,"Mixed","Organised",80,"Risky",50,"Normal",50,"Normal","Organised",55,"Medium",35,"Press",65,"Normal","Cover"
247,88,20120222,"22/02/2012",60,"Balanced","Little",42,"Mixed","Organised",48,"Normal",53,"Normal",64,"Normal","Organised",43,"Medium",47,"Press",48,"Normal","Cover"
248,88,20130920,"20/09/2013",60,"Balanced","Little",42,"Mixed","Organised",48,"Normal",53,"Normal",64,"Normal","Organised",43,"Medium",47,"Press",48,"Normal","Cover"
249,88,20140919,"19/09/2014",60,"Balanced","Normal",42,"Mixed","Organised",48,"Normal",53,"Normal",64,"Normal","Organised",43,"Medium",47,"Press",48,"Normal","Cover"
250,88,20150910,"10/09/2015",57,"Balanced","Normal",50,"Mixed","Organised",48,"Normal",53,"Normal",46,"Normal","Organised",51,"Medium",56,"Press",55,"Normal","Cover"
604,89,20100222,"22/02/2010",55,"Balanced","Little",30,"Short","Organised",30,"Safe",30,"Little",70,"Lots","Organised",40,"Medium",50,"Press",50,"Normal","Cover"
605,89,20110222,"22/02/2011",55,"Balanced","Little",30,"Short","Organised",30,"Safe",30,"Little",49,"Normal","Organised",40,"Medium",50,"Press",50,"Normal","Cover"
606,89,20120222,"22/02/2012",50,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
607,89,20130920,"20/09/2013",52,"Balanced","Little",56,"Mixed","Organised",57,"Normal",74,"Lots",55,"Normal","Organised",38,"Medium",48,"Press",52,"Normal","Cover"
608,89,20140919,"19/09/2014",52,"Balanced","Normal",56,"Mixed","Organised",57,"Normal",74,"Lots",53,"Normal","Organised",38,"Medium",48,"Press",52,"Normal","Cover"
786,90,20100222,"22/02/2010",45,"Balanced","Little",55,"Mixed","Organised",70,"Risky",70,"Lots",65,"Normal","Free Form",45,"Medium",55,"Press",50,"Normal","Cover"
787,90,20110222,"22/02/2011",53,"Balanced","Little",56,"Mixed","Organised",73,"Risky",72,"Lots",39,"Normal","Organised",47,"Medium",37,"Press",53,"Normal","Cover"
788,90,20120222,"22/02/2012",43,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide","Cover"
789,90,20130920,"20/09/2013",47,"Balanced","Little",44,"Mixed","Organised",61,"Normal",71,"Lots",50,"Normal","Organised",50,"Medium",50,"Press",68,"Wide","Cover"
790,90,20150910,"10/09/2015",48,"Balanced","Normal",47,"Mixed","Organised",53,"Normal",53,"Normal",53,"Normal","Organised",51,"Medium",47,"Press",53,"Normal","Cover"
459,91,20100222,"22/02/2010",70,"Fast","Little",40,"Mixed","Organised",70,"Risky",40,"Normal",70,"Lots","Organised",70,"High",65,"Press",70,"Wide","Cover"
460,91,20110222,"22/02/2011",64,"Balanced","Little",40,"Mixed","Organised",65,"Normal",48,"Normal",64,"Normal","Organised",64,"Medium",48,"Press",68,"Wide","Cover"
461,91,20120222,"22/02/2012",54,"Balanced","Little",40,"Mixed","Organised",68,"Risky",58,"Normal",48,"Normal","Organised",49,"Medium",50,"Press",65,"Normal","Cover"
462,91,20130920,"20/09/2013",68,"Fast","Little",33,"Short","Organised",71,"Risky",67,"Lots",78,"Lots","Organised",60,"Medium",50,"Press",64,"Normal","Cover"
463,91,20140919,"19/09/2014",40,"Balanced","Normal",47,"Mixed","Organised",37,"Normal",40,"Normal",51,"Normal","Organised",40,"Medium",50,"Press",45,"Normal","Cover"
464,91,20150910,"10/09/2015",56,"Balanced","Normal",63,"Mixed","Organised",68,"Risky",66,"Normal",58,"Normal","Organised",63,"Medium",47,"Press",73,"Wide","Cover"
432,92,20100222,"22/02/2010",65,"Balanced","Little",45,"Mixed","Organised",65,"Normal",60,"Normal",70,"Lots","Organised",45,"Medium",60,"Press",50,"Normal","Cover"
433,92,20110222,"22/02/2011",65,"Balanced","Little",45,"Mixed","Organised",65,"Normal",36,"Normal",51,"Normal","Organised",58,"Medium",47,"Press",66,"Normal","Cover"
434,92,20120222,"22/02/2012",54,"Balanced","Little",59,"Mixed","Organised",67,"Risky",56,"Normal",48,"Normal","Organised",38,"Medium",40,"Press",45,"Normal","Cover"
435,92,20130920,"20/09/2013",58,"Balanced","Little",57,"Mixed","Organised",68,"Risky",72,"Lots",70,"Lots","Organised",64,"Medium",42,"Press",55,"Normal","Cover"
436,92,20140919,"19/09/2014",58,"Balanced","Lots",45,"Mixed","Organised",68,"Risky",60,"Normal",54,"Normal","Organised",59,"Medium",48,"Press",47,"Normal","Cover"
437,92,20150910,"10/09/2015",68,"Fast","Normal",57,"Mixed","Organised",69,"Risky",66,"Normal",50,"Normal","Organised",66,"Medium",46,"Press",55,"Normal","Cover"
438,93,20100222,"22/02/2010",55,"Balanced","Little",65,"Mixed","Organised",65,"Normal",40,"Normal",60,"Normal","Organised",45,"Medium",55,"Press",70,"Wide","Cover"
439,93,20110222,"22/02/2011",58,"Balanced","Little",71,"Long","Organised",42,"Normal",39,"Normal",50,"Normal","Organised",40,"Medium",40,"Press",56,"Normal","Cover"
440,93,20120222,"22/02/2012",53,"Balanced","Little",53,"Mixed","Organised",57,"Normal",44,"Normal",57,"Normal","Organised",43,"Medium",55,"Press",67,"Wide","Cover"
441,93,20130920,"20/09/2013",60,"Balanced","Little",56,"Mixed","Organised",57,"Normal",44,"Normal",57,"Normal","Organised",43,"Medium",55,"Press",67,"Wide","Cover"
442,93,20140919,"19/09/2014",59,"Balanced","Normal",57,"Mixed","Organised",53,"Normal",47,"Normal",59,"Normal","Organised",57,"Medium",46,"Press",54,"Normal","Cover"
443,93,20150910,"10/09/2015",59,"Balanced","Normal",65,"Mixed","Organised",57,"Normal",36,"Normal",71,"Lots","Organised",42,"Medium",56,"Press",51,"Normal","Cover"
229,94,20100222,"22/02/2010",55,"Balanced","Little",45,"Mixed","Organised",40,"Normal",50,"Normal",65,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow","Cover"
230,94,20110222,"22/02/2011",50,"Balanced","Little",50,"Mixed","Organised",65,"Normal",50,"Normal",65,"Normal","Organised",45,"Medium",45,"Press",65,"Normal","Cover"
231,94,20120222,"22/02/2012",46,"Balanced","Little",52,"Mixed","Organised",49,"Normal",54,"Normal",52,"Normal","Organised",47,"Medium",55,"Press",66,"Normal","Cover"
232,94,20130920,"20/09/2013",46,"Balanced","Little",52,"Mixed","Organised",49,"Normal",54,"Normal",52,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
233,94,20140919,"19/09/2014",46,"Balanced","Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",52,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
234,94,20150910,"10/09/2015",46,"Balanced","Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",52,"Normal","Organised",47,"Medium",55,"Press",52,"Normal","Cover"
378,95,20100222,"22/02/2010",35,"Balanced","Little",30,"Short","Organised",45,"Normal",55,"Normal",70,"Lots","Organised",30,"Deep",65,"Press",30,"Narrow","Offside Trap"
379,95,20120222,"22/02/2012",52,"Balanced","Little",48,"Mixed","Organised",53,"Normal",49,"Normal",48,"Normal","Organised",33,"Deep",43,"Press",49,"Normal","Cover"
380,95,20130920,"20/09/2013",52,"Balanced","Little",48,"Mixed","Organised",53,"Normal",49,"Normal",59,"Normal","Organised",46,"Medium",43,"Press",49,"Normal","Cover"
381,95,20140919,"19/09/2014",63,"Balanced","Normal",48,"Mixed","Organised",53,"Normal",49,"Normal",48,"Normal","Organised",43,"Medium",47,"Press",49,"Normal","Cover"
382,95,20150910,"10/09/2015",63,"Balanced","Normal",58,"Mixed","Organised",42,"Normal",56,"Normal",36,"Normal","Organised",49,"Medium",47,"Press",49,"Normal","Cover"
251,96,20100222,"22/02/2010",60,"Balanced","Little",40,"Mixed","Organised",70,"Risky",45,"Normal",70,"Lots","Organised",70,"High",60,"Press",70,"Wide","Offside Trap"
252,96,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",50,"Normal",50,"Normal",80,"Lots","Organised",45,"Medium",45,"Press",65,"Normal","Cover"
253,96,20120222,"22/02/2012",49,"Balanced","Little",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
254,96,20130920,"20/09/2013",49,"Balanced","Little",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
255,96,20140919,"19/09/2014",49,"Balanced","Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
256,96,20150910,"10/09/2015",49,"Balanced","Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",67,"Lots","Organised",46,"Medium",47,"Press",47,"Normal","Cover"
547,97,20120222,"22/02/2012",64,"Balanced","Little",54,"Mixed","Organised",52,"Normal",66,"Normal",62,"Normal","Organised",54,"Medium",42,"Press",48,"Normal","Cover"
548,97,20130920,"20/09/2013",68,"Fast","Little",54,"Mixed","Organised",62,"Normal",66,"Normal",67,"Lots","Free Form",57,"Medium",47,"Press",53,"Normal","Cover"
549,97,20140919,"19/09/2014",61,"Balanced","Normal",62,"Mixed","Organised",59,"Normal",43,"Normal",55,"Normal","Organised",30,"Deep",40,"Press",39,"Normal","Cover"
550,97,20150910,"10/09/2015",66,"Balanced","Normal",54,"Mixed","Organised",62,"Normal",59,"Normal",51,"Normal","Free Form",57,"Medium",47,"Press",53,"Normal","Cover"
762,98,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Organised",30,"Safe",45,"Normal",65,"Normal","Organised",35,"Medium",35,"Press",45,"Normal","Offside Trap"
763,98,20110222,"22/02/2011",56,"Balanced","Little",42,"Mixed","Organised",57,"Normal",69,"Lots",61,"Normal","Organised",38,"Medium",44,"Press",69,"Wide","Cover"
764,98,20120222,"22/02/2012",56,"Balanced","Little",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
765,98,20130920,"20/09/2013",56,"Balanced","Little",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
766,98,20140919,"19/09/2014",56,"Balanced","Normal",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
767,98,20150910,"10/09/2015",53,"Balanced","Normal",47,"Mixed","Organised",38,"Normal",52,"Normal",55,"Normal","Organised",45,"Medium",50,"Press",59,"Normal","Offside Trap"
476,99,20100222,"22/02/2010",65,"Balanced","Little",45,"Mixed","Organised",50,"Normal",70,"Lots",65,"Normal","Organised",55,"Medium",40,"Press",65,"Normal","Cover"
477,99,20110222,"22/02/2011",63,"Balanced","Little",46,"Mixed","Organised",60,"Normal",51,"Normal",61,"Normal","Organised",49,"Medium",58,"Press",49,"Normal","Cover"
478,99,20120222,"22/02/2012",57,"Balanced","Little",64,"Mixed","Organised",54,"Normal",48,"Normal",55,"Normal","Organised",33,"Deep",43,"Press",38,"Normal","Cover"
479,99,20130920,"20/09/2013",76,"Fast","Little",40,"Mixed","Organised",66,"Normal",48,"Normal",30,"Little","Free Form",33,"Deep",53,"Press",41,"Normal","Cover"
480,99,20140919,"19/09/2014",31,"Slow","Normal",32,"Short","Organised",38,"Normal",26,"Little",49,"Normal","Free Form",43,"Medium",50,"Press",41,"Normal","Cover"
481,99,20150910,"10/09/2015",31,"Slow","Normal",32,"Short","Organised",38,"Normal",26,"Little",49,"Normal","Free Form",41,"Medium",48,"Press",39,"Normal","Cover"
414,100,20100222,"22/02/2010",70,"Fast","Little",45,"Mixed","Organised",70,"Risky",34,"Normal",66,"Normal","Free Form",54,"Medium",70,"Double",53,"Normal","Offside Trap"
415,100,20110222,"22/02/2011",73,"Fast","Little",43,"Mixed","Organised",60,"Normal",53,"Normal",64,"Normal","Organised",59,"Medium",67,"Double",46,"Normal","Cover"
416,100,20120222,"22/02/2012",71,"Fast","Little",45,"Mixed","Organised",67,"Risky",44,"Normal",70,"Lots","Free Form",58,"Medium",69,"Double",46,"Normal","Cover"
417,100,20130920,"20/09/2013",74,"Fast","Little",45,"Mixed","Organised",70,"Risky",48,"Normal",76,"Lots","Organised",60,"Medium",70,"Double",48,"Normal","Cover"
418,100,20140919,"19/09/2014",76,"Fast","Little",61,"Mixed","Organised",53,"Normal",44,"Normal",73,"Lots","Free Form",60,"Medium",68,"Double",43,"Normal","Cover"
419,100,20150910,"10/09/2015",71,"Fast","Normal",40,"Mixed","Organised",70,"Risky",44,"Normal",49,"Normal","Free Form",65,"Medium",71,"Double",40,"Normal","Cover"
402,101,20100222,"22/02/2010",70,"Fast","Little",60,"Mixed","Organised",70,"Risky",60,"Normal",70,"Lots","Organised",70,"High",45,"Press",60,"Normal","Cover"
403,101,20110222,"22/02/2011",52,"Balanced","Little",29,"Short","Organised",61,"Normal",58,"Normal",54,"Normal","Organised",60,"Medium",55,"Press",52,"Normal","Cover"
404,101,20120222,"22/02/2012",46,"Balanced","Little",40,"Mixed","Organised",60,"Normal",55,"Normal",39,"Normal","Organised",55,"Medium",47,"Press",48,"Normal","Cover"
405,101,20130920,"20/09/2013",34,"Balanced","Little",38,"Mixed","Organised",34,"Normal",59,"Normal",48,"Normal","Organised",45,"Medium",35,"Press",58,"Normal","Cover"
406,101,20140919,"19/09/2014",45,"Balanced","Normal",58,"Mixed","Organised",60,"Normal",73,"Lots",62,"Normal","Organised",45,"Medium",32,"Contain",63,"Normal","Cover"
407,101,20150910,"10/09/2015",42,"Balanced","Normal",52,"Mixed","Organised",62,"Normal",58,"Normal",47,"Normal","Organised",44,"Medium",41,"Press",49,"Normal","Cover"
169,102,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",60,"Press",70,"Wide","Cover"
170,102,20110222,"22/02/2011",49,"Balanced","Little",36,"Mixed","Organised",57,"Normal",73,"Lots",55,"Normal","Organised",49,"Medium",31,"Contain",67,"Wide","Cover"
171,102,20120222,"22/02/2012",49,"Balanced","Little",49,"Mixed","Organised",46,"Normal",58,"Normal",56,"Normal","Organised",49,"Medium",51,"Press",45,"Normal","Cover"
172,102,20130920,"20/09/2013",49,"Balanced","Little",61,"Mixed","Organised",55,"Normal",58,"Normal",37,"Normal","Organised",39,"Medium",44,"Press",52,"Normal","Cover"
173,102,20140919,"19/09/2014",44,"Balanced","Little",72,"Long","Organised",71,"Risky",39,"Normal",37,"Normal","Organised",58,"Medium",52,"Press",52,"Normal","Cover"
174,102,20150910,"10/09/2015",44,"Balanced","Normal",64,"Mixed","Organised",62,"Normal",65,"Normal",42,"Normal","Organised",51,"Medium",47,"Press",52,"Normal","Cover"
657,103,20100222,"22/02/2010",45,"Balanced","Little",35,"Mixed","Organised",40,"Normal",30,"Little",70,"Lots","Free Form",45,"Medium",35,"Press",55,"Normal","Cover"
658,103,20110222,"22/02/2011",45,"Balanced","Little",35,"Mixed","Organised",40,"Normal",47,"Normal",35,"Normal","Organised",45,"Medium",45,"Press",55,"Normal","Cover"
659,103,20120222,"22/02/2012",50,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
660,103,20130920,"20/09/2013",71,"Fast","Little",36,"Mixed","Organised",37,"Normal",72,"Lots",53,"Normal","Free Form",39,"Medium",46,"Press",52,"Normal","Cover"
661,103,20140919,"19/09/2014",76,"Fast","Lots",64,"Mixed","Organised",64,"Normal",72,"Lots",53,"Normal","Organised",39,"Medium",34,"Press",52,"Normal","Cover"
662,103,20150910,"10/09/2015",69,"Fast","Lots",36,"Mixed","Organised",37,"Normal",69,"Lots",53,"Normal","Organised",39,"Medium",46,"Press",52,"Normal","Cover"
444,104,20100222,"22/02/2010",60,"Balanced","Little",35,"Mixed","Organised",35,"Normal",70,"Lots",60,"Normal","Organised",65,"Medium",30,"Contain",45,"Normal","Cover"
445,104,20110222,"22/02/2011",52,"Balanced","Little",43,"Mixed","Organised",62,"Normal",62,"Normal",41,"Normal","Organised",48,"Medium",50,"Press",53,"Normal","Cover"
446,104,20120222,"22/02/2012",38,"Balanced","Little",34,"Mixed","Organised",47,"Normal",45,"Normal",48,"Normal","Organised",46,"Medium",45,"Press",54,"Normal","Cover"
447,104,20130920,"20/09/2013",41,"Balanced","Little",34,"Mixed","Organised",47,"Normal",45,"Normal",48,"Normal","Organised",46,"Medium",45,"Press",57,"Normal","Cover"
448,104,20140919,"19/09/2014",63,"Balanced","Normal",42,"Mixed","Organised",57,"Normal",50,"Normal",52,"Normal","Organised",43,"Medium",46,"Press",55,"Normal","Cover"
449,104,20150910,"10/09/2015",51,"Balanced","Normal",38,"Mixed","Organised",47,"Normal",58,"Normal",40,"Normal","Organised",48,"Medium",42,"Press",55,"Normal","Cover"
199,105,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",65,"Normal","Organised",70,"High",70,"Double",65,"Normal","Cover"
200,105,20110222,"22/02/2011",64,"Balanced","Little",53,"Mixed","Organised",67,"Risky",67,"Lots",48,"Normal","Organised",44,"Medium",47,"Press",66,"Normal","Cover"
201,105,20120222,"22/02/2012",66,"Balanced","Little",66,"Mixed","Organised",45,"Normal",60,"Normal",60,"Normal","Organised",48,"Medium",50,"Press",45,"Normal","Cover"
202,105,20130920,"20/09/2013",67,"Fast","Little",45,"Mixed","Organised",45,"Normal",38,"Normal",53,"Normal","Free Form",38,"Medium",52,"Press",45,"Normal","Cover"
203,105,20140919,"19/09/2014",61,"Balanced","Normal",56,"Mixed","Organised",54,"Normal",44,"Normal",55,"Normal","Free Form",38,"Medium",52,"Press",45,"Normal","Cover"
204,105,20150910,"10/09/2015",61,"Balanced","Little",52,"Mixed","Organised",54,"Normal",42,"Normal",45,"Normal","Free Form",38,"Medium",52,"Press",45,"Normal","Cover"
396,106,20100222,"22/02/2010",65,"Balanced","Little",40,"Mixed","Free Form",65,"Normal",70,"Lots",70,"Lots","Free Form",70,"High",40,"Press",65,"Normal","Cover"
397,106,20110222,"22/02/2011",42,"Balanced","Little",40,"Mixed","Organised",34,"Normal",30,"Little",72,"Lots","Free Form",39,"Medium",52,"Press",65,"Normal","Cover"
398,106,20120222,"22/02/2012",47,"Balanced","Little",40,"Mixed","Organised",34,"Normal",31,"Little",55,"Normal","Organised",49,"Medium",35,"Press",50,"Normal","Cover"
399,106,20130920,"20/09/2013",56,"Balanced","Little",41,"Mixed","Organised",40,"Normal",44,"Normal",39,"Normal","Organised",52,"Medium",54,"Press",52,"Normal","Cover"
400,106,20140919,"19/09/2014",37,"Balanced","Normal",22,"Short","Free Form",21,"Safe",38,"Normal",40,"Normal","Free Form",61,"Medium",59,"Press",40,"Normal","Cover"
401,106,20150910,"10/09/2015",45,"Balanced","Little",28,"Short","Free Form",37,"Normal",31,"Little",22,"Little","Free Form",72,"High",53,"Press",59,"Normal","Cover"
13,107,20100222,"22/02/2010",66,"Balanced","Little",30,"Short","Free Form",30,"Safe",45,"Normal",35,"Normal","Free Form",30,"Deep",40,"Press",50,"Normal","Cover"
14,107,20110222,"22/02/2011",75,"Fast","Little",40,"Mixed","Free Form",40,"Normal",45,"Normal",65,"Normal","Free Form",50,"Medium",40,"Press",45,"Normal","Cover"
15,107,20120222,"22/02/2012",25,"Slow","Little",32,"Short","Organised",41,"Normal",34,"Normal",30,"Little","Free Form",57,"Medium",57,"Press",52,"Normal","Cover"
16,107,20130920,"20/09/2013",30,"Slow","Little",29,"Short","Organised",41,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",54,"Press",52,"Normal","Cover"
17,107,20140919,"19/09/2014",59,"Balanced","Normal",26,"Short","Organised",28,"Safe",55,"Normal",64,"Normal","Free Form",51,"Medium",44,"Press",52,"Normal","Cover"
18,107,20150910,"10/09/2015",59,"Balanced","Normal",30,"Short","Organised",28,"Safe",44,"Normal",46,"Normal","Free Form",51,"Medium",44,"Press",52,"Normal","Cover"
